Respondent ID,Start Date,End Date,language,Please rate how often you listen to music:,,,,,,,Please write down below:,,,,Please rate how much you experience each of the following items when listening to the piece you just named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How important are the lyrics compared to the music of the piece for you?,Please rate how often you listen to the piece you just named:,,,,,,,Tell us more: Why did you choose this piece of music? (Optional),What is your age (in years)?,What is your gender?,Please select the country in which you spent most of your childhood,Please select the country in which you mostly lived since you were 18 years old,Please select your country of residence,Which of the aforementioned countries best defines your cultural identity?,What is your highest level of education?,,Which title describes you best?,What is your current employment status?,,How would you consider your economic situation respective to your country of residence?,To what extent do you consider music to be beneficial for your wellbeing?,"Below are 16 statements with which you may agree or disagree. Using the 1-7 scale below, please indicate how much you agree with each statement.",,,,,,,,,,,,,,,,"Here are a number of personality traits that may or may not apply to you. Please indicate the extent to which you agree or disagree with each statement. You should rate the extent to which the pair of traits applies to you, even if one characteristic applies more strongly than the other.I see myself as:",,,,,,,,,
,,,,"for background purposes (e.g. when doing something else, help pass the time, or set the atmosphere)",to bring up memories (e.g. by listening to music that takes you back to a certain time or reminds you of loved ones such as friends or relatives),"to have fun (e.g. to feel good, enjoy yourself, seek some entertainment)","to feel music's emotions (e.g. by experiencing music’s emotions, being immersed and moved by them, letting the music evoke emotions in you)","to change your mood (e.g. when you want to relax, feel better, feel focused or creative, vent out negative thoughts or feelings, seek comfort, or feel less lonely)","to express yourself (e.g. to relate with and express your own identity, your social identity, your culture, or to reflect on values and attitudes)","to feel connected to other people (e.g. by sharing music, going to concerts together, bonding with the artists or other fans)",The name of the artist:,The title of the piece of music:,The album of the piece (Optional):,A link to the specific version of the piece you prefer (Optional):,Relaxation,Spirituality,Consolation,Security,Strength,Enthusiasm,Pride,Freedom,Happiness,Pleasure,Love,Sadness,Longing,Vulnerability,Being moved,Nostalgia,Tenderness,Empathy,Curiousity,Amusement,Anger,Tension,Belonging,Loneliness,Pain,Beauty,Eroticism,Energy,Agression,Fear,Dreaminess,Triumph,Rebelliousness,"If there are <strong>other emotions</strong> that you associate with this piece, please name them in the box below:",Response,for background purposes,to bring up memories,to have fun,to feel music's emotions,to change your mood,to express yourself,to feel connected to other people,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),Response,Response,Other (please specify),Response,Response,I'd rather depend on myself than others,I rely on myself most of the time; I rarely rely on others,"I often do ""my own thing""","My personal identity, independent of others, is very important to me",It is important that I do my job better than others,Winning is everything,Competition is the law of nature,"When another person does better than I do, I get tense and aroused","If a colleague gets a prize, I would feel proud",The well-being of my colleagues is important to me,"To me, pleasure is spending time with others",I feel good when I cooperate with others,Parents and children must stay together as much as possible,"It is my duty to take care of my family, even when I have to sacrifice what I want","Family members should stick together, no matter what sacrifices are required",It is important to me that I respect the decisions made by my groups,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experiences, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative"
12870538027,08/05/2021 06:17:52 PM,08/05/2021 06:34:59 PM,es,3,3,2,3,3,2,3,Ludwig van Beethoven,beethovens 5 secrets,,,3,2,1,1,2,3,1,1,1,1,2,3,1,1,1,1,3,1,1,1,3,2,2,1,1,3,3,3,2,2,3,1,3,,1,2,2,2,2,2,2,2,,33,2,16,13,10,12,4,,3,3,,2,2,2,3,2,3,2,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3
12870537898,08/05/2021 06:17:45 PM,08/05/2021 06:34:56 PM,es,2,2,2,2,2,1,2,Ludwig van Beethoven,beethovens 5 secrets,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,3,3,3,3,3,3,,18,2,15,15,12,11,5,,3,4,,2,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,4,3,3,3,3,3,3,4,4,4,4,4
12870537764,08/05/2021 06:17:38 PM,08/05/2021 06:34:56 PM,es,2,1,2,2,1,2,2,Ludwig van Beethoven,beethovens 5 secrets,,,2,2,2,3,3,2,3,3,4,4,2,2,2,2,3,4,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,4,,4,3,3,3,3,3,3,3,,35,2,17,17,17,17,3,,2,5,,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3
12870537662,08/05/2021 06:17:40 PM,08/05/2021 06:34:52 PM,es,2,1,2,2,2,2,1,Ludwig van Beethoven,beethovens 5 secrets,,,4,3,3,3,3,3,1,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,,2,3,2,4,4,3,2,4,,26,2,6,4,56,57,6,,1,1,,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,4,5,2,2,2,2,2,2,2,2,3,3
12870487102,08/05/2021 05:59:22 PM,08/05/2021 06:34:29 PM,es,3,4,1,3,3,2,4,Beethoven,"Symphony No. 5 in C minor,  Op. 67，Fate Symphony","Symphony No. 5 in C minor,  Op. 67，Fate Symphony",NO,1,3,4,3,4,2,2,2,2,1,4,4,2,4,3,4,3,1,3,2,1,4,3,3,2,3,2,4,3,4,3,2,3,NO,3,3,2,4,1,2,2,3,NO,3,1,8,2,1,3,2,,4,3,,2,3,1,2,3,4,5,6,7,6,5,4,3,3,4,5,6,5,1,2,1,2,1,2,1,2,2,3
12870486428,08/05/2021 05:59:18 PM,08/05/2021 06:34:00 PM,es,3,4,4,2,4,1,3,Beethoven,"Symphony No.4 in B flat major, Op.60","Symphony No.4 in B flat major, Op.60",NO,4,3,1,3,3,2,4,2,4,3,4,1,4,2,3,3,2,4,2,2,1,3,2,2,2,1,1,4,4,3,3,4,1,NO,4,1,5,2,4,1,4,3,NO,3,3,18,19,15,15,7,,4,5,,2,3,2,3,4,5,4,5,5,6,5,4,3,2,2,3,4,5,1,2,2,3,3,4,4,5,6,7
12870487774,08/05/2021 05:59:27 PM,08/05/2021 06:32:04 PM,es,1,2,2,4,3,3,3,Beethoven,"Symphony No.3 in E-flat Major  ""Eroica"" Op.55","Symphony No.3 in E-flat Major  ""Eroica"" Op.55",NO,1,2,2,2,3,4,2,3,3,2,4,3,3,4,1,4,4,3,2,4,3,4,1,2,3,4,3,3,2,2,4,1,2,NO,2,5,2,1,3,4,3,4,NO,11,1,7,14,5,5,2,,2,1,,2,2,1,2,3,5,5,4,3,2,3,4,5,6,6,6,5,4,1,2,3,4,5,5,5,4,3,4
12870564403,08/05/2021 06:27:01 PM,08/05/2021 06:32:03 PM,es,2,1,2,3,2,2,3,Elena Anaya,7 vidas,,,2,2,3,2,2,2,1,3,2,2,3,2,2,1,1,2,2,1,4,2,3,3,1,2,3,3,3,1,2,2,2,1,3,,2,4,2,1,3,3,3,3,,10,2,6,14,3,14,3,,5,5,,2,1,1,2,3,4,5,6,6,5,4,5,5,5,4,4,3,2,1,2,3,4,5,4,4,4,4,4
12870532864,08/05/2021 06:16:09 PM,08/05/2021 06:25:38 PM,es,2,1,5,4,1,3,1,Penelope Cruz,Sobreviviré,,,2,3,1,3,3,3,2,2,2,2,2,2,2,2,4,3,1,3,2,1,2,3,3,3,3,2,1,3,2,2,2,2,1,,4,2,2,3,1,4,3,4,,16,1,2,16,5,14,3,,4,4,,1,1,1,2,3,4,5,6,5,5,6,5,6,5,6,5,6,5,1,2,3,4,5,6,7,6,5,4
12870543836,08/05/2021 06:18:19 PM,08/05/2021 06:25:27 PM,es,2,3,3,3,2,2,1,Ludwig van Beethoven,Agemont Overture,,,1,3,2,2,2,3,1,3,2,3,2,3,2,3,1,4,2,2,3,3,2,2,2,2,1,3,2,3,2,2,2,4,3,,3,1,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12870506467,08/05/2021 06:06:34 PM,08/05/2021 06:19:03 PM,en,2,1,4,4,4,3,2,F.F.Chopin,"Polonaise No. 3 in A Major, ""Military",,,2,3,2,3,2,2,3,4,3,3,4,2,2,2,2,3,2,1,2,1,4,2,3,3,1,3,2,3,3,3,1,3,2,,2,1,4,2,2,4,4,3,,17,2,1,1,1,1,3,,1,1,,3,3,3,5,2,5,3,5,3,7,4,5,2,5,4,4,2,5,5,3,5,2,3,6,4,6,3,6
12870484493,08/05/2021 05:59:12 PM,08/05/2021 06:18:54 PM,en,4,1,4,2,2,3,1,Beethoven,"Symphony No.1 in C major, Op.21","Symphony No.1 in C major, Op.21",NO,3,3,2,4,2,3,3,2,3,3,2,3,1,3,4,4,4,2,2,3,2,1,4,4,3,2,2,3,2,1,4,2,4,,1,4,4,3,1,3,2,3,NO,8,2,13,5,1,10,3,,3,3,,2,2,1,2,3,4,5,6,6,6,5,4,5,6,5,6,5,4,1,2,3,4,5,6,6,5,5,4
12870514486,08/05/2021 06:08:35 PM,08/05/2021 06:17:09 PM,es,2,4,2,5,2,4,2,Ludwig van Beethoven,Horn Sonata,,,3,1,1,2,3,2,2,2,3,3,3,3,2,1,1,4,3,2,2,3,1,3,3,2,2,2,2,2,2,3,3,2,3,,1,3,2,2,1,3,4,3,,16,1,16,13,14,8,4,,3,1,,1,1,2,5,3,5,2,5,4,2,4,4,3,5,3,3,5,3,2,3,4,5,3,4,3,4,5,3
12870514132,08/05/2021 06:09:38 PM,08/05/2021 06:15:30 PM,es,2,3,4,1,4,4,3,Michelle Jenner,sin miedo a so·ar,,,3,3,1,3,4,2,3,1,3,1,3,4,2,4,2,2,3,3,3,3,3,3,1,3,4,2,2,1,3,2,2,1,2,,2,2,3,,1,1,5,4,,6,2,13,13,5,6,4,,3,5,,2,1,1,2,3,3,4,5,5,4,5,4,5,4,5,4,2,1,1,2,3,4,5,6,7,6,5,4
12870489185,08/05/2021 05:59:44 PM,08/05/2021 06:09:05 PM,es,3,2,1,4,4,4,4,Amaia Salamanca Urízar,"SMS, sin miedo a so·ar",,,2,2,3,2,3,3,3,2,3,3,4,3,4,3,3,4,3,1,3,2,2,1,2,2,3,3,4,3,3,4,2,3,3,,1,3,3,4,1,5,4,2,,10,2,17,3,17,13,3,,3,3,,1,1,1,2,3,4,5,6,7,6,5,4,4,5,4,3,4,5,1,1,1,1,1,6,5,5,4,4
12870483349,08/05/2021 05:58:15 PM,08/05/2021 06:04:39 PM,es,4,2,1,2,4,3,5,Ludwig van Beethoven,"Symphony No. 5 in C minor, Op. 67",,,4,3,3,3,2,3,2,4,4,3,4,1,3,2,3,2,2,2,1,2,1,1,2,2,4,2,2,1,2,1,3,3,2,,4,3,4,4,2,3,2,4,,18,2,1,1,1,1,4,,2,2,,2,3,4,3,4,5,2,5,6,2,5,3,4,1,5,2,5,3,4,2,5,5,2,5,3,6,5,6
12870460246,08/05/2021 05:50:43 PM,08/05/2021 05:55:25 PM,es,3,3,3,3,2,3,4,dgm,zdfz,fzfgb,,3,3,2,1,3,2,1,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,3,3,3,atgs,1,2,3,3,3,4,3,3,aaaaaaaa,16,2,57,16,7,12,5,,3,3,,2,3,3,5,4,3,4,5,3,4,5,4,3,5,4,3,4,4,3,4,5,5,4,4,4,5,5,4
12869863438,08/05/2021 01:24:37 PM,08/05/2021 01:45:32 PM,en,5,5,5,5,5,5,1,Radio Head,Let down ,OK computer ,,3,1,4,2,2,4,2,4,1,4,1,4,4,4,4,2,2,4,3,2,4,3,3,4,4,4,1,2,3,3,1,1,3,No,4,1,4,1,5,2,4,1,I feel connected with the lyrics ,35,2,158,1,1,158,5,,3,1,,3,4,7,7,7,7,6,1,1,2,6,7,1,5,4,3,5,7,1,1,7,1,1,7,5,1,7,1
12869063756,08/05/2021 04:02:00 AM,08/05/2021 04:12:00 AM,es,4,2,3,2,2,2,4,5,5,5,5,1,2,1,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,4,1,2,1,1,2,2,1,2,1,3,1,2,4,2,,2,1,2,3,3,3,3,3,,9,2,6,7,13,6,4,,3,4,,2,3,4,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2
12866819687,08/04/2021 10:39:42 AM,08/04/2021 10:54:04 AM,es,3,5,5,5,3,4,4,Soda Stereo,Trátame suavemente,,https://youtu.be/UPVfQKUHTSc,3,4,3,1,4,4,3,3,3,4,4,2,3,1,1,3,3,4,2,3,1,1,3,1,1,4,1,3,1,1,3,2,1,,4,5,4,4,5,3,3,5,,19,1,10,141,141,10,2,,2,1,,2,4,7,5,6,7,6,2,3,1,7,7,5,6,5,4,3,4,4,5,5,5,5,6,5,4,5,5
12865506248,08/03/2021 10:31:24 PM,08/03/2021 10:49:22 PM,es,3,3,4,5,5,4,3,Tchaikovsky,Pezzo capriccioso,,,4,4,2,4,4,3,1,4,3,4,4,4,4,4,4,4,4,3,1,1,1,1,4,4,4,4,2,4,1,1,4,4,2,Melancolia,1,4,1,1,5,5,1,1,"Me conmueve, me entristece hasta el infinito, me permite levantarme luego y respirar mejor. ",37,1,138,138,47,138,5,,2,1,,2,4,7,6,7,7,7,2,1,5,7,7,3,5,3,2,1,3,1,6,6,2,6,6,5,4,5,5
12863960519,08/03/2021 11:28:09 AM,08/03/2021 12:26:10 PM,en,1,1,1,1,1,1,1,a,a,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12863884067,08/03/2021 10:32:46 AM,08/03/2021 10:36:00 AM,es,5,3,5,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12862545449,08/02/2021 09:42:21 PM,08/02/2021 09:53:28 PM,es,3,4,4,4,4,4,4,Joy Division,Ice Age,,,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1,4,4,1,1,1,4,1,1,1,1,,4,1,5,1,5,1,5,1,Es una pieza que resume exactamente la condición humana. ,37,1,10,141,141,141,5,,2,1,,3,4,7,7,7,7,4,4,4,4,4,6,5,4,5,3,3,3,2,5,7,4,4,4,3,1,3,2
12862411479,08/02/2021 08:40:24 PM,08/02/2021 08:59:23 PM,es,5,4,5,5,5,5,3,Chris cornell,Sunflower,Sunflower,,2,4,2,2,3,3,3,4,4,4,3,1,2,1,1,3,3,3,1,3,1,1,2,1,1,3,1,3,1,1,3,3,1,Ilusion,4,4,5,3,5,4,4,4,Me encanta como la interpretar el cantante,52,1,10,10,59,10,7,,2,6,,1,4,4,3,6,7,4,5,3,1,7,5,7,7,7,7,6,7,3,3,7,5,5,7,7,3,3,2
12861498120,08/02/2021 02:21:51 PM,08/02/2021 02:23:42 PM,es,3,2,4,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12856365542,07/30/2021 03:31:03 PM,07/30/2021 03:38:29 PM,es,2,1,4,4,3,1,2,ZZ Top,Rough Boy,,,4,2,3,2,2,4,3,3,1,3,1,2,3,1,3,3,3,2,2,4,2,4,3,4,1,3,4,1,1,3,1,1,2,,3,3,4,3,2,2,3,1,,31,2,11,11,11,11,3,,3,2,,2,3,1,5,2,5,7,7,5,2,3,2,4,4,1,3,2,4,6,6,7,6,6,3,6,7,6,6
12854709599,07/30/2021 12:09:21 AM,07/30/2021 12:27:27 AM,es,5,3,5,4,5,3,4,Howard Shore,Concerning Hobbits,,,2,2,2,2,1,4,1,3,4,3,3,1,1,1,2,1,2,1,2,2,1,1,2,1,1,4,1,3,1,1,1,1,1,,1,2,4,3,5,2,2,3,,18,1,10,10,141,10,4,,2,7,,2,4,6,3,4,5,5,2,4,5,7,7,7,7,5,6,4,6,3,5,6,5,7,5,6,3,4,3
12851325207,07/28/2021 08:30:26 PM,07/28/2021 08:30:41 PM,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12850630681,07/28/2021 04:18:52 PM,07/28/2021 04:28:25 PM,es,3,4,4,2,4,2,2,Pedro Aznar,Cuando te vi me enamoré,,,3,2,1,1,2,2,2,2,4,2,4,1,1,2,1,1,4,2,1,2,1,1,1,1,2,3,1,2,1,1,1,2,1,Amor,4,1,3,1,3,1,2,1,Porque la escuchamos sin querer apenas nació nuestra hija y nos emocionamos. Ahora nos hace acordar a ese momento y a mi hija le gusta mucho también,27,1,10,1,1,10,6,,1,2,,1,4,6,2,5,5,5,1,1,1,6,6,6,7,6,5,3,6,6,6,5,2,6,2,5,5,5,1
12850648550,07/28/2021 04:25:58 PM,07/28/2021 04:26:12 PM,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12849894936,07/28/2021 09:21:45 AM,07/28/2021 09:23:01 AM,es,4,3,3,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12849723732,07/28/2021 07:14:02 AM,07/28/2021 07:27:10 AM,es,5,1,4,5,4,4,5,Los prisioneros ,Amiga,Amiga,,3,2,2,2,2,2,2,3,3,2,3,2,2,1,3,4,3,3,1,2,1,1,3,3,1,3,3,2,2,1,3,2,2,,4,2,4,4,5,3,4,2,Es mi canción favorita más antigua ,22,2,39,39,39,39,4,,4,3,,2,4,7,7,7,7,7,4,4,5,7,7,7,7,1,1,1,7,5,4,7,2,7,7,7,4,7,5
12849259454,07/28/2021 02:37:02 AM,07/28/2021 02:54:53 AM,es,4,5,4,3,5,5,3,Crowded House ,Don’t dream it’s over ,,,1,2,3,2,3,1,3,3,2,3,4,2,4,3,2,4,3,4,1,1,1,1,4,3,3,3,1,2,1,2,2,2,1,,4,2,5,1,2,2,4,4,Al parecer mi papá la escuchaba mucho porque a mis 3/4 años ya la estaba cantando sin saber que decía. De grande me ha quedado la idea de que es la canción de mi papá y mía.,27,1,10,10,141,10,5,,2,1,,2,4,6,5,5,6,6,4,4,2,5,7,6,7,6,6,5,5,5,2,6,5,5,5,7,5,3,3
12847597280,07/27/2021 04:08:43 PM,07/27/2021 04:27:26 PM,es,5,3,5,5,5,3,3,Paul McCartney,No more lonely nights,,,4,1,2,2,2,3,1,3,4,3,2,1,1,1,4,4,4,2,2,2,1,1,3,1,1,3,1,2,1,1,2,4,1,Recuerdos de mi infancia,4,5,5,3,5,5,2,2,"La escuchaba de niña, la primera vez alrededor de los 6 años y aunque no entendía la letra, mi lengua nativa es español, me gustaba mucho y me aprendí la letra por repetición. Mis padres notaron eso y me enviaron a clases de inglés (y ahora trabajo con idiomas). Es un recuerdo que tengo muy presente de mi infancia y es una canción que me sigue gustando.",35,1,10,10,10,10,4,,2,3,,2,4,7,4,5,6,6,4,4,1,7,7,7,7,7,7,7,7,6,1,7,1,5,7,7,1,7,5
12847208902,07/27/2021 12:56:58 PM,07/27/2021 01:11:13 PM,es,3,4,3,5,4,5,2,Mercedes sosa,Zamba para olvidar,,https://music.youtube.com/watch?v=wvSOQUlNid8&feature=share,4,4,2,3,2,3,3,2,2,4,2,4,1,2,3,4,3,4,1,2,1,1,4,3,4,4,1,2,1,1,1,1,1,Frustración,4,3,5,2,5,3,4,4,Dos cantantes con un exquisito tono musical la cantan. La letra es muy profunda al igual que la melodia,37,3,10,10,141,10,3,,2,1,,2,4,6,6,6,7,4,4,6,2,7,6,5,6,4,5,3,5,1,5,6,6,6,6,6,6,3,2
12846947365,07/27/2021 09:52:56 AM,07/27/2021 10:03:26 AM,es,5,1,4,2,3,1,1,BTS,Mic Drop,,,2,1,1,2,3,3,2,2,2,3,1,1,1,1,2,1,1,2,2,4,1,1,1,1,1,2,1,4,1,1,1,4,3,,5,5,1,3,3,5,1,1,,19,1,10,10,45,10,4,,1,4,,1,3,6,4,6,6,5,4,3,1,7,6,6,6,6,4,2,5,5,1,6,2,6,4,5,1,6,3
12844819323,07/26/2021 03:41:59 PM,07/26/2021 03:47:36 PM,en,5,1,5,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12843170670,07/25/2021 03:14:17 PM,07/25/2021 03:26:20 PM,lt,5,5,5,5,5,5,5,adele,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,oras,2,5,5,5,5,5,5,5,xxx,11,3,3,11,1,3,7,,4,8,,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12833320003,07/21/2021 03:24:56 AM,07/21/2021 03:28:23 AM,pt,5,3,2,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12827865929,07/19/2021 02:16:03 AM,07/19/2021 02:17:46 AM,fr,2,3,3,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12809970428,07/11/2021 04:43:08 AM,07/11/2021 04:59:45 AM,es,5,2,4,4,2,1,1,The Police ,Roxanne,,,2,3,1,1,4,2,2,3,3,1,3,2,2,1,3,2,4,3,3,3,1,1,3,1,2,4,3,4,1,1,1,1,3,Desafio,4,1,3,1,2,2,1,1,"Me gustan muchísimos temas , elegí este porque fue el primero que se me vino a la mente, fue uno de mis temas favoritos a los 15",47,1,185,185,185,185,5,,2,1,,3,4,7,4,7,2,6,5,6,2,7,7,7,7,6,4,5,6,6,2,6,1,7,5,5,6,6,1
12805723310,07/09/2021 07:03:10 AM,07/09/2021 07:25:13 AM,es,5,5,5,5,5,5,5,Aitana featuring Natalia Lacunza,Cuando te fuiste,11 Razones,https://www.youtube.com/watch?v=UNlNxbYrp90,4,1,3,4,4,4,4,4,4,4,2,1,2,1,4,2,1,4,1,4,1,4,2,1,1,2,1,4,4,1,4,3,4,Empowerment,4,2,2,5,5,5,5,3,It was the last song I had listened to today.,10,1,164,164,164,47,4,,2,4,,2,4,4,6,6,7,5,5,1,7,7,7,6,5,5,6,6,6,3,5,5,4,7,7,5,3,6,4
12799016515,07/06/2021 11:53:30 PM,07/06/2021 11:59:31 PM,es,5,5,5,5,5,5,5,Alejandro Sanz,Amiga mía,,,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,3,1,1,4,3,4,1,1,4,4,1,,4,5,5,5,5,5,5,5,Porque me gusta mucho,33,1,1,1,1,1,6,,1,1,,3,4,7,7,7,7,7,7,7,6,6,6,6,7,7,7,6,7,7,4,7,1,7,4,7,1,7,7
12798708387,07/06/2021 09:34:33 PM,07/06/2021 09:41:17 PM,es,5,4,5,5,5,3,4,Fito y fitipaldis,Soldadito marinero,,,4,2,1,4,4,4,4,4,4,4,4,2,3,2,1,4,4,3,2,4,1,1,4,1,1,4,4,4,1,1,3,4,4,Morriña,5,5,4,5,5,3,4,5,"Porque significa todo sobre mi vida y la de mi marido, el día que nos casamos la versionaron e hicieron que nos sintieramos muy felices",32,1,1,1,1,1,4,,3,1,,2,4,7,6,7,7,7,7,7,5,7,6,7,7,7,7,7,7,7,7,7,7,7,3,6,3,6,1
12791377909,07/03/2021 01:27:00 AM,07/03/2021 01:40:10 AM,es,3,5,4,4,5,1,3,Ed Sheddan,,,,4,4,3,1,3,3,2,4,4,4,4,1,2,2,1,2,2,3,1,2,1,1,2,1,1,3,3,2,1,1,3,2,1,,3,4,4,4,4,4,3,3,Fue la primera que llegó a mi memoria,48,2,10,10,10,10,6,,2,8,,2,4,5,3,6,7,7,2,6,1,7,6,6,7,5,5,1,7,6,6,6,6,6,1,5,2,2,2
12775008842,06/26/2021 05:16:25 PM,06/26/2021 05:24:16 PM,es,3,4,5,5,5,5,5,Luis Cepeda ,Te Quiero Disparar ,,,2,1,1,2,4,4,4,3,4,4,2,1,2,1,1,2,2,1,1,4,1,1,1,1,1,4,2,4,1,1,1,4,3,,4,3,3,5,5,4,4,3,,9,1,1,1,1,1,3,,2,4,,2,4,7,4,6,7,4,4,2,1,7,7,7,6,4,7,5,7,7,7,7,7,6,6,7,7,3,6
12769491660,06/24/2021 03:02:50 PM,06/24/2021 03:14:12 PM,es,5,5,4,4,5,2,2,Ismael Serrano,Nieva,,https://www.youtube.com/watch?v=IlYqqkLIzc8&ab_channel=IsmaelSerranoVEVO,4,4,4,3,3,4,2,4,4,4,4,2,2,2,2,4,4,4,3,4,1,1,4,4,2,4,1,4,1,1,3,3,2,,5,5,5,4,5,5,4,3,"La letra se relaciona con una experiencia de mi pasado, la evoca y me hace feliz",37,1,10,10,10,10,3,,2,7,,1,4,7,6,7,7,6,1,2,1,7,6,7,7,6,7,7,7,6,5,7,2,7,7,7,1,2,1
12768882624,06/24/2021 09:55:31 AM,06/24/2021 10:09:24 AM,es,2,3,5,5,3,5,3,Bob Dylan,Tangled up in blue,,,2,3,2,2,3,4,3,3,4,4,3,2,4,2,4,3,3,4,3,3,2,1,3,1,2,4,2,4,1,1,2,3,2,,4,2,3,4,5,3,4,3,,33,2,10,10,169,10,6,,2,1,,2,4,7,1,6,7,5,2,2,1,7,7,6,6,4,6,4,6,4,4,4,5,5,5,4,4,3,1
12768535421,06/24/2021 06:11:23 AM,06/24/2021 06:12:47 AM,es,1,1,5,2,4,1,2,Lady gaga,Life,,,4,3,4,4,2,2,4,1,4,1,2,4,4,1,1,3,2,4,3,4,2,3,2,2,2,2,3,4,3,3,2,3,4,,3,1,4,5,4,3,3,2,,20,1,44,9,8,11,6,,4,1,,1,4,3,3,5,5,1,2,5,1,4,1,6,6,4,5,1,5,5,7,4,1,4,5,6,7,4,3
12765065237,06/23/2021 06:03:12 AM,06/23/2021 06:10:40 AM,es,4,3,4,4,3,3,3,Ray Charles,What'd I Say,,,2,2,1,1,3,3,3,2,3,3,2,1,3,1,3,1,2,3,2,3,1,1,3,1,1,3,2,3,1,1,3,3,3,,3,4,2,4,4,2,3,2,,43,2,10,10,185,10,5,,2,9,,3,3,7,6,6,6,6,5,5,3,6,5,5,5,6,6,6,4,5,5,5,3,3,5,5,3,5,5
12763749501,06/22/2021 08:09:36 PM,06/22/2021 08:23:49 PM,fr,5,2,4,4,3,3,4,Astor piazzola,Libertango,,,3,3,2,1,2,3,2,3,3,3,2,2,2,2,2,3,2,3,3,3,1,2,3,2,1,3,3,3,1,1,4,2,2,,1,4,2,3,3,2,3,3,"Je aurais un en choisir des milliers d autres, mais c le premier qui me est passé par là tête",36,2,11,11,47,11,2,,4,3,,3,4,6,5,5,6,6,5,6,2,6,6,4,6,4,5,5,5,5,4,6,6,5,7,6,5,6,2
